"ISIC_unique_code","ISIC_section","ISIC_division","ISIC_group","ISIC_class","ISIC_level_used","Ecosystem_Service","loss","cost","score","rating","ISIC_cat"
"C_10_103_1030","Manufacturing","Manufacture of food products","Processing and preserving of fruit and vegetables","Processing and preserving of fruit and vegetables","Class","Flood_mitig",NA,NA,4,"M","Manufacturing"
"C_10_103_1030","Manufacturing","Manufacture of food products","Processing and preserving of fruit and vegetables","Processing and preserving of fruit and vegetables","Class","Climate_global",NA,NA,2,"VL","Manufacturing"
"C_10_103_1030","Manufacturing","Manufacture of food products","Processing and preserving of fruit and vegetables","Processing and preserving of fruit and vegetables","Class","Water_supply",NA,NA,5,"H","Manufacturing"
"C_10_103_1030","Manufacturing","Manufacture of food products","Processing and preserving of fruit and vegetables","Processing and preserving of fruit and vegetables","Class","Storm_mitig",NA,NA,4,"M","Manufacturing"
"C_10_103_1030","Manufacturing","Manufacture of food products","Processing and preserving of fruit and vegetables","Processing and preserving of fruit and vegetables","Class","Water_flow_reg",NA,NA,9,"H","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Waste_rem",NA,NA,4,"M","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Soil_ret",NA,NA,3,"L","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Water_purif",NA,NA,6,"VH","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Other_atmo_dilution",NA,NA,3,"L","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Bio_control",NA,NA,2,"VL","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Air_filt",NA,NA,2,"VL","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Flood_mitig",NA,NA,4,"M","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Climate_global",NA,NA,2,"VL","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Water_supply",NA,NA,5,"H","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Storm_mitig",NA,NA,4,"M","Manufacturing"
"C_10_101_1010","Manufacturing","Manufacture of food products","Processing and preserving of meat","Processing and preserving of meat","Class","Water_flow_reg",NA,NA,9,"H","Manufacturing"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Soil_ret",NA,NA,3,"L","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Bio_control",NA,NA,2,"VL","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Air_filt",NA,NA,2,"VL","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Flood_mitig",NA,NA,2,"VL","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Climate_global",NA,NA,2,"VL","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Water_supply",NA,NA,2,"VL","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Noise_atten",NA,NA,2,"VL","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Climate_local",NA,NA,3,"L","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Storm_mitig",NA,NA,3,"L","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Water_flow_reg",NA,NA,4,"VL","Transport"
"H_52_522_5223","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to air transportation","Class","Rain_reg",NA,NA,2,"VL","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Soil_ret",NA,NA,3,"L","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Bio_control",NA,NA,2,"VL","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Air_filt",NA,NA,2,"VL","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Flood_mitig",NA,NA,2,"VL","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Climate_global",NA,NA,2,"VL","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Water_supply",NA,NA,2,"VL","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Noise_atten",NA,NA,2,"VL","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Climate_local",NA,NA,3,"L","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Storm_mitig",NA,NA,3,"L","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Water_flow_reg",NA,NA,4,"VL","Transport"
"H_52_522_5224","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Cargo handling","Class","Rain_reg",NA,NA,2,"VL","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Soil_ret",NA,NA,3,"L","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Bio_control",NA,NA,2,"VL","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Air_filt",NA,NA,2,"VL","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Flood_mitig",NA,NA,2,"VL","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Climate_global",NA,NA,2,"VL","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Water_supply",NA,NA,2,"VL","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Noise_atten",NA,NA,2,"VL","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Climate_local",NA,NA,3,"L","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Storm_mitig",NA,NA,3,"L","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Water_flow_reg",NA,NA,4,"VL","Transport"
"H_52_522_5229","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Other transportation support activities","Class","Rain_reg",NA,NA,2,"VL","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Soil_ret",NA,NA,3,"L","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Bio_control",NA,NA,2,"VL","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Air_filt",NA,NA,2,"VL","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Flood_mitig",NA,NA,2,"VL","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Climate_global",NA,NA,2,"VL","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Water_supply",NA,NA,2,"VL","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Noise_atten",NA,NA,2,"VL","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Climate_local",NA,NA,3,"L","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Storm_mitig",NA,NA,3,"L","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Water_flow_reg",NA,NA,4,"VL","Transport"
"H_52_522_5221","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to land transportation","Class","Rain_reg",NA,NA,2,"VL","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Soil_ret",NA,NA,3,"L","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Bio_control",NA,NA,2,"VL","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Air_filt",NA,NA,2,"VL","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Flood_mitig",NA,NA,5,"H","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Climate_global",NA,NA,2,"VL","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Water_supply",NA,NA,3,"L","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Noise_atten",NA,NA,2,"VL","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Climate_local",NA,NA,3,"L","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Storm_mitig",NA,NA,4,"M","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Water_flow_reg",NA,NA,8,"M","Transport"
"H_52_522_5222","Transportation and storage","Warehousing and support activities for transportation","Support activities for transportation","Service activities incidental to water transportation","Class","Rain_reg",NA,NA,2,"VL","Transport"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Other_prov",NA,NA,2,"VL","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Soil_ret",NA,NA,2,"VL","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Water_purif",NA,NA,4,"M","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Bio_control",NA,NA,4,"M","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Flood_mitig",NA,NA,2,"VL","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Climate_global",NA,NA,4,"M","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Water_supply",NA,NA,2,"VL","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Noise_atten",NA,NA,2,"VL","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Climate_local",NA,NA,3,"L","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Storm_mitig",NA,NA,2,"VL","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Water_flow_reg",NA,NA,4,"VL","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Rain_reg",NA,NA,4,"M","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Rec",NA,NA,NA,"VH","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","V_amenity",NA,NA,NA,"VH","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Educ",NA,NA,NA,"VH","Services"
"N_79_791_7911","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Travel agency activities","Class","Spirit_art",NA,NA,NA,"VH","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Other_prov",NA,NA,4,"M","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Soil_ret",NA,NA,4,"M","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Water_purif",NA,NA,4,"M","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Bio_control",NA,NA,4,"M","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Air_filt",NA,NA,5,"H","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Flood_mitig",NA,NA,2,"VL","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Climate_global",NA,NA,4,"M","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Water_supply",NA,NA,2,"VL","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Noise_atten",NA,NA,2,"VL","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Other_sens_med",NA,NA,NA,"VL","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Climate_local",NA,NA,3,"L","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Storm_mitig",NA,NA,3,"L","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Water_flow_reg",NA,NA,4,"VL","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Rain_reg",NA,NA,4,"M","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Rec",NA,NA,NA,"VH","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","V_amenity",NA,NA,NA,"VH","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Educ",NA,NA,NA,"VH","Services"
"N_79_791_7912","Administrative and support service activities","Travel agency, tour operator, reservation service and related activities","Travel agency and tour operator activities","Tour operator activities","Class","Spirit_art",NA,NA,NA,"VH","Services"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Biomass",NA,NA,5,"VH","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Waste_rem",NA,NA,6,"VH","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Soil_ret",NA,NA,6,"VH","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Water_purif",NA,NA,6,"VH","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Soil_qual",NA,NA,4,"M","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Other_atmo_dilution",NA,NA,4,"M","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Bio_control",NA,NA,5,"H","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Air_filt",NA,NA,3,"L","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Flood_mitig",NA,NA,4,"M","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Gen_mat",NA,NA,5,"H","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Climate_global",NA,NA,6,"VH","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Water_supply",NA,NA,5,"H","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Habitat_maint",NA,NA,6,"VH","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Climate_local",NA,NA,4,"M","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Storm_mitig",NA,NA,5,"H","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Water_flow_reg",NA,NA,9,"H","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Rain_reg",NA,NA,6,"VH","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Educ",NA,NA,NA,"VH","Agriculture"
"A_3_31","Agriculture, forestry and fishing","Fishing and aquaculture","Fishing","Fishing","Group","Spirit_art",NA,NA,NA,"VH","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Other_prov",NA,NA,4,"M","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Biomass",NA,NA,6,"VH","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Waste_rem",NA,NA,4,"M","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Soil_ret",NA,NA,6,"VH","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Water_purif",NA,NA,6,"VH","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Soil_qual",NA,NA,6,"VH","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Other_atmo_dilution",NA,NA,4,"M","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Bio_control",NA,NA,5,"H","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Air_filt",NA,NA,4,"M","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Flood_mitig",NA,NA,5,"H","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Gen_mat",NA,NA,6,"VH","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Climate_global",NA,NA,6,"VH","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Water_supply",NA,NA,5,"H","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Habitat_maint",NA,NA,2,"VL","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Climate_local",NA,NA,6,"VH","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Poll",NA,NA,6,"VH","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Storm_mitig",NA,NA,5,"H","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Water_flow_reg",NA,NA,10,"H","Agriculture"
"A_1_12","Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities","Growing of perennial crops","Growing of perennial crops","Group","Rain_reg",NA,NA,6,"VH","Agriculture"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Waste_rem",NA,NA,3,"L","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Soil_ret",NA,NA,3,"L","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Water_purif",NA,NA,2,"VL","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Other_atmo_dilution",NA,NA,4,"M","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Air_filt",NA,NA,2,"VL","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Flood_mitig",NA,NA,5,"H","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Climate_global",NA,NA,5,"H","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Water_supply",NA,NA,4,"M","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Noise_atten",NA,NA,2,"VL","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Other_sens_med",NA,NA,NA,"L","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Climate_local",NA,NA,3,"L","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Storm_mitig",NA,NA,3,"L","Mining"
"B_6_61","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of crude petroleum","Extraction of crude petroleum","Group","Water_flow_reg",NA,NA,7,"M","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Waste_rem",NA,NA,3,"L","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Soil_ret",NA,NA,3,"L","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Water_purif",NA,NA,2,"VL","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Other_atmo_dilution",NA,NA,4,"M","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Air_filt",NA,NA,2,"VL","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Flood_mitig",NA,NA,5,"H","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Climate_global",NA,NA,5,"H","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Water_supply",NA,NA,3,"L","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Noise_atten",NA,NA,2,"VL","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Other_sens_med",NA,NA,NA,"L","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Climate_local",NA,NA,3,"L","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Storm_mitig",NA,NA,3,"L","Mining"
"B_6_62","Mining and quarrying","Extraction of crude petroleum and natural gas","Extraction of natural gas","Extraction of natural gas","Group","Water_flow_reg",NA,NA,8,"M","Mining"
"B_7_72","Mining and quarrying","Mining of metal ores","Mining of non-ferrous metal ores","Mining of non-ferrous metal ores","Group","Biomass",NA,NA,2,"VL","Mining"
"B_7_72","Mining and quarrying","Mining of metal ores","Mining of non-ferrous metal ores","Mining of non-ferrous metal ores","Group","Waste_rem",NA,NA,3,"L","Mining"
"B_7_72","Mining and quarrying","Mining of metal ores","Mining of non-ferrous metal ores","Mining of non-ferrous metal ores","Group","Soil_ret",NA,NA,4,"M","Mining"
